bucket,zone,year,journal,first_author,n_authors,cited,type,doi,title
C,一区,2024,International Journal of Heat and Mass Transfer,Qin Wang,5,9,article,10.1016/j.ijheatmasstransfer.2024.126453,Modeling of thermal evolution and fluid flow during synchronous induction-assisted laser wire deposition
C,一区,2025,Applied Thermal Engineering,Chien-Chang Chen,2,4,article,10.1016/j.applthermaleng.2025.125514,Development of magnetic induction heating device structure for improved thermal uniformity in shrink-fit tool holders to reduce surface roughness in CNC machined workpieces
C,一区,2019,International Journal of Heat and Mass Transfer,Naoto Kakuta,6,10,article,10.1016/j.ijheatmasstransfer.2019.03.127,Near-infrared measurement of axisymmetric temperature field formed by free convection from a 1-mm-diameter heating sphere in water
C,一区,2025,Applied Thermal Engineering,Yingying Li,8,1,article,10.1016/j.applthermaleng.2025.127648,Emissivity measurement device for manufactured parts based on induction heating
C,一区,2017,Applied Thermal Engineering,A. Frączyk,2,28,article,10.1016/j.applthermaleng.2017.07.025,Surface temperature control of a rotating cylinder heated by moving inductors
C,一区,2023,Applied Energy,Jing Qian,8,31,article,10.1016/j.apenergy.2023.122186,Multi-objective optimization design of the wind-to-heat system blades based on the Particle Swarm Optimization algorithm
C,一区,2024,Applied Thermal Engineering,Yi Han,6,2,article,10.1016/j.applthermaleng.2024.123999,Spiral-scanning electromagnetic heating of helical gears based on a coordinate system linkage method
C,一区,2026,Applied Thermal Engineering,Zhihui Lu,5,0,article,10.1016/j.applthermaleng.2026.131793,Multi-physics coupling simulation and experimental study on induction heating for rotating turbine blade testing
C,一区,2024,Energy,Gangquan Wang,6,6,article,10.1016/j.energy.2024.131651,Melting spectral emissivity measurement of metal during the melting and solidification process
C,一区,2022,Energy,Andrey Vulfovich,6,8,article,10.1016/j.energy.2022.124104,Output characteristics modeling and experimental verification of secondary-uncompensated inductive power delivery link operating without feedback
C,一区,2020,Energy Conversion and Management,Idan Sassonker,6,3,article,10.1016/j.enconman.2020.112906,Small-signal modeling and active damping of resonant electromagnetic levitation melting system with experimental verification
C,一区,2025,Applied Thermal Engineering,Anh T. Hoang,2,0,article,10.1016/j.applthermaleng.2025.129632,Rooftop solar photovoltaic-powered molten salt thermal energy storage system using high-frequency induction heating for industrial steam generation
C,一区,2026,Applied Thermal Engineering,Juan Du,7,0,article,10.1016/j.applthermaleng.2026.131770,Thermal enhancement in a rectangular channel heat exchanger by using helical tapes
C,一区,2016,IEEE Transactions on Industrial Electronics,Vesa Ruuskanen,4,89,article,10.1109/tie.2016.2549005,Iron Loss Analysis of the Permanent-Magnet Synchronous Machine Based on Finite-Element Analysis Over the Electrical Vehicle Drive Cycle
C,一区,2015,IEEE Transactions on Industrial Electronics,Xiao Chen,5,247,article,10.1109/tie.2014.2388200,"A High-Fidelity and Computationally Efficient Model for Interior Permanent-Magnet Machines Considering the Magnetic Saturation, Spatial Harmonics, and Iron Loss Effect"
C,一区,2015,IEEE Transactions on Industrial Electronics,JunWoo Kim,5,131,article,10.1109/tie.2015.2432104,Sensorless Control of PMSM in a High-Speed Region Considering Iron Loss
C,一区,2015,IEEE Transactions on Industrial Electronics,Ziyuan Huang,4,242,article,10.1109/tie.2015.2500188,Loss Calculation and Thermal Analysis of Rotors supported by Active Magnetic Bearings for High-speed Permanent Magnet Electrical Machines
C,一区,2019,IEEE Transactions on Industrial Electronics,Dongdong Zhang,4,63,article,10.1109/tie.2018.2889631,An Analytical Iron Loss Calculation Model of Inverter-Fed Induction Motors Considering Supply and Slot Harmonics
C,一区,2019,IEEE Transactions on Industrial Electronics,Lefei Ge,3,66,article,10.1109/tie.2019.2922937,Fast Iron Loss and Thermal Prediction Method for Power Density and Efficiency Improvement in Switched Reluctance Machines
C,一区,2017,IEEE Transactions on Industrial Electronics,Shushu Zhu,4,51,article,10.1109/tie.2017.2723859,Iron Loss and Efficiency Analysis of Interior PM Machines for Electric Vehicle Applications
C,一区,2017,IEEE Transactions on Industrial Electronics,Huai-Cong Liu,2,94,article,10.1109/tie.2017.2758738,Optimum Design of an IE4 Line-Start Synchronous Reluctance Motor Considering Manufacturing Process Loss Effect
C,一区,2019,IEEE Transactions on Power Electronics,Haitao Zhang,3,51,article,10.1109/tpel.2019.2961689,Loss-Minimization Strategy of Nonsinusoidal Back EMF PMSM in Multiple Synchronous Reference Frames
C,一区,2021,IEEE Transactions on Industrial Electronics,Jingxia Wang,4,16,article,10.1109/tie.2021.3135615,Iron Loss Calculation for FSPM Machine With the PWM Inverter Supply Based on General Airgap Field Modulation Theory
C,一区,2017,IEEE Transactions on Industrial Electronics,Bangcheng Han,5,31,article,10.1109/tie.2017.2772140,"Loss Calculation, Thermal Analysis, and Measurement of Magnetically Suspended PM Machine"
C,一区,2016,IEEE Transactions on Industrial Electronics,Liang Xu,5,123,article,10.1109/tie.2016.2610399,Hybrid Stator Design of Fault-Tolerant Permanent-Magnet Vernier Machines for Direct-Drive Applications
C,一区,2025,IEEE Transactions on Industrial Electronics,Litao Dai,3,4,article,10.1109/tie.2025.3539388,Current-Injected Torque Ripple Reduction With Minimized Iron Loss in PMSMs
C,一区,2017,IEEE Transactions on Industrial Electronics,Luís A. Pereira,4,63,article,10.1109/tie.2017.2701768,Multiobjective Optimization of Five-Phase Induction Machines Based on NSGA-II
C,一区,2020,IEEE Transactions on Industrial Electronics,Hamid Saneie,2,47,article,10.1109/tie.2020.2969125,Performance Analysis of Outer-Rotor Single-Phase Induction Motor Based on Magnetic Equivalent Circuit
C,一区,2025,IEEE Transactions on Industrial Electronics,Sa Zhu,5,4,article,10.1109/tie.2025.3572930,White-Box High-Frequency Impedance Modeling of Permanent Magnet Synchronous Machines Using Small-Signal Time-Harmonic Finite Element Analysis
C,一区,2023,IEEE Transactions on Industrial Electronics,Xiang Li,5,9,article,10.1109/tie.2023.3269472,Design and Test of a Less-Rare-Earth Stator-Magnet Moving-Iron Transverse-Flux Linear Oscillatory Machine for Reciprocating Drive
C,一区,2020,IEEE Transactions on Industrial Electronics,Yanwu Xu,4,34,article,10.1109/tie.2020.2992953,Advanced Angle Control for Active Rectifier in Doubly Salient Electromagnetic Generator System
C,一区,2021,IEEE Transactions on Industrial Electronics,Yi Du,8,24,article,10.1109/tie.2021.3111584,Low Harmonics Design for Modular Permanent Magnet Synchronous Machine Using Partitioned Winding
C,一区,2022,IEEE Transactions on Industrial Electronics,J. Li,3,14,article,10.1109/tie.2022.3142399,Improvement of Integrated-Induction-Based Hybrid Excitation Brushless DC Generator by Employing Novel Consequent-Pole Rotor
C,一区,2024,IEEE Transactions on Industrial Electronics,Pengfei Wu,2,5,article,10.1109/tie.2024.3384587,A Hybrid Model for Calculating On-Load Performance of Delta-Type IPM Machines Accounting for Rotor and Stator Saturation
C,一区,2026,IEEE Transactions on Industrial Electronics,Chen Yang,6,0,article,10.1109/tie.2026.3688824,AC Loss Calculation Method for Wave Wound Hairpin End Winding of PMSM
C,一区,2022,Energy,Jianjun Hu,5,25,article,10.1016/j.energy.2022.123504,Optimal energy consumption and torque fluctuation control of integrated electric drive system based on mechanical-electromagnetic-thermal coupling characteristics
C,一区,2024,International Journal of Heat and Mass Transfer,Yunkai Tang,6,16,article,10.1016/j.ijheatmasstransfer.2024.126634,An electromagnetic-thermal-mechanical coupling model of dry-wound HTS coil based on T-A formulation with Neumann boundary condition
C,一区,2022,Energy,Jia Liu,5,86,article,10.1016/j.energy.2022.126090,"Numerical investigation on microwave-thermal recovery of shale gas based on a fully coupled electromagnetic, heat transfer, and multiphase flow model"
C,一区,2025,Applied Thermal Engineering,Qingtang Liu,6,4,article,10.1016/j.applthermaleng.2025.128234,Multi-physical coupling field investigation on phase transition of molten salt heated by electromagnetic induction for thermal energy storage applications
C,一区,2024,Energy,Feifan Huang,4,33,article,10.1016/j.energy.2024.130437,"Microwave thermal regeneration characteristics of spent activated carbon based on a coupled electromagnetic, heat and mass transfer multiphase porous media model"
C,一区,2023,Energy,Cun‐Guang Liang,5,40,article,10.1016/j.energy.2023.127225,Microwave-assisted breakage of basalt: A viewpoint on analyzing the thermal and mechanical behavior of rock
C,一区,2024,International Journal of Heat and Mass Transfer,Hong Zou,3,14,article,10.1016/j.ijheatmasstransfer.2024.125819,Polarization-independent nonreciprocal thermal radiation by cylindrical grating structure
C,一区,2016,International Journal of Heat and Mass Transfer,Yi Han,3,37,article,10.1016/j.ijheatmasstransfer.2016.05.017,Three-dimensional analysis of medium-frequency induction heating of steel pipes subject to motion factor
C,一区,2016,Applied Thermal Engineering,Xingmou Liu,4,29,article,10.1016/j.applthermaleng.2016.08.158,Numerical research on the losses characteristic and hot-spot temperature of laminated core joints in transformer
C,一区,2015,International Journal of Heat and Mass Transfer,Yan Li,5,62,article,10.1016/j.ijheatmasstransfer.2015.09.016,Plasma arc and weld pool coupled modeling of transport phenomena in keyhole welding
C,一区,2016,Applied Thermal Engineering,Xiaobin Fu,5,72,article,10.1016/j.applthermaleng.2016.11.192,Study on induction heating of workpiece before gear rolling process with different coil structures
C,一区,2024,Applied Thermal Engineering,Chuan-Ke Liu,2,11,article,10.1016/j.applthermaleng.2024.123098,Liquid metal-enhanced thermoelectric generator for high-temperature thermal harvesting
C,一区,2016,Applied Thermal Engineering,Huaiyu Wen,2,51,article,10.1016/j.applthermaleng.2016.10.113,Study on mobile induction heating process of internal gear rings for wind power generation
C,一区,2023,Applied Thermal Engineering,Jianrong Zhou,12,2,article,10.1016/j.applthermaleng.2023.120633,Thermal stability model of power coupler niobium tube for accelerator based on multi-field coupling analysis
C,一区,2018,Applied Thermal Engineering,Rui Sun,5,40,article,10.1016/j.applthermaleng.2018.04.100,Heat transfer and temperature distribution during high-frequency induction cladding of 45 steel plate
C,一区,2020,Applied Energy,Han Jiang,4,65,article,10.1016/j.apenergy.2020.115123,Prediction of output power with artificial neural network using extended datasets for Stirling engines
C,一区,2026,Energy,Tiancheng Liu,4,1,article,10.1016/j.energy.2026.141771,Optimization of an energy-efficient half-resonance microwave heating system for in-situ repair of asphalt pavement microcracks: A coupled electromagnetic–thermal approach with field validation
C,一区,2019,International Journal of Heat and Mass Transfer,Han Jichao,5,4,article,10.1016/j.ijheatmasstransfer.2019.01.122,Influence of different underexcited operations on thermal field in the turbogenerator end region with magnetic shield structure
C,一区,2025,Energy Conversion and Management,Zhongjie Li,5,9,article,10.1016/j.enconman.2025.120862,A near-room-temperature micro-scale organic Rankine cycle energy harvester for waste heat: electromechanical coupling and validation
C,一区,2025,Applied Thermal Engineering,Borui Wang,4,3,article,10.1016/j.applthermaleng.2025.128547,Research on improving the low-temperature performance of lithium-ion battery based on electromagnetic induction heating method
C,一区,2021,Energy,Chao Li,4,24,article,10.1016/j.energy.2021.122832,Mechanism of a novel mechanically operated contactless HTS energy converter
C,一区,2020,International Journal of Heat and Mass Transfer,Daqing Wang,3,31,article,10.1016/j.ijheatmasstransfer.2020.119847,Numerical analysis of ultrasonic waves in the gas tungsten arc welding (GTAW) with ultrasonic excitation of current
C,一区,2022,Applied Thermal Engineering,Chaojun Zhang,10,14,article,10.1016/j.applthermaleng.2022.119780,Break the superheat temperature limitation of induction skull melting technology
C,一区,2026,Applied Thermal Engineering,Ren Liu,6,3,article,10.1016/j.applthermaleng.2026.130780,Research on temperature estimation and suppression methods for permanent magnets in interior permanent magnet synchronous motor
C,一区,2021,International Journal of Heat and Mass Transfer,T. C. Huang,3,26,article,10.1016/j.ijheatmasstransfer.2021.122039,A novel selective thermophotovoltaic emitter based on multipole resonances
C,一区,2021,Applied Energy,L.X. Wang,5,20,article,10.1016/j.apenergy.2021.118265,Order reduction method for high-order dynamic analysis of heterogeneous integrated energy systems
C,一区,2022,Applied Thermal Engineering,A. Plait,4,11,article,10.1016/j.applthermaleng.2022.118415,Experimental validation of a multiphysics modeling for a magnetocaloric bench
C,一区,2023,Applied Energy,Peng Cui,8,8,article,10.1016/j.apenergy.2023.121535,Ultra-efficient localized induction heating by dual-ferrite synchronous magnetic field focusing
C,一区,2019,Energy,Weili Li,6,13,article,10.1016/j.energy.2019.116092,Multi-physical fields of rotor windings with axial-radial ventilation system for 1100 MW nuclear half-speed turbine generator
C,一区,2022,International Journal of Heat and Mass Transfer,Yao Xiao,5,9,article,10.1016/j.ijheatmasstransfer.2022.123589,Temperature gradient control of frequency conversion heating for a thick-walled pipe based on energy transfer
C,一区,2022,International Journal of Heat and Mass Transfer,Bo Zhang,5,16,article,10.1016/j.ijheatmasstransfer.2022.122868,Active Control of Near-Field Radiative Heat Transfer Between InSb and Graphene Multilayered Magneto-Optical Metamaterials
C,一区,2025,International Journal of Heat and Mass Transfer,Yuk Ming Wong,2,1,article,10.1016/j.ijheatmasstransfer.2025.127444,Ultra-large intrinsic photonic thermal transport rate through nanolaminated hyperbolic metamaterials
C,一区,2021,Applied Thermal Engineering,Peng Du,5,14,article,10.1016/j.applthermaleng.2021.116972,Numerical investigations of heat transfer and skin effect characteristics within rods located in a 48-rod Siemens reactor heated by AC
C,一区,2023,International Journal of Heat and Mass Transfer,Yihao Xiao,7,17,article,10.1016/j.ijheatmasstransfer.2023.124353,Study on mechanism of strength weakening of concrete subjected to microwaves in microwave-assisted concrete recycling
C,一区,2024,International Journal of Heat and Mass Transfer,Long Chen,5,6,article,10.1016/j.ijheatmasstransfer.2024.126427,Heat transfer performance investigation on two-dimensional aligned GO/EP composites
C,一区,2025,International Journal of Heat and Mass Transfer,Shuo Chen,6,5,article,10.1016/j.ijheatmasstransfer.2025.127263,Near-field radiative heat transfer between nanoparticles mediated by acoustic phonon polaritons
C,一区,2025,Applied Thermal Engineering,Wei‐Mon Yan,5,5,article,10.1016/j.applthermaleng.2025.128837,Coupled heat transfer and temperature uniformity analysis in vacuum microwave drying of pineapple
C,一区,2025,Applied Energy,Mehdi Salakhi,2,2,article,10.1016/j.apenergy.2025.127278,Toward electrified CO2-free hydrogen production: A multiphysics model investigating microwave-driven methane pyrolysis in fluidized beds
C,一区,2023,International Journal of Heat and Mass Transfer,Ming-Jian He,5,1,article,10.1016/j.ijheatmasstransfer.2023.124626,Splitting of temperature distributions due to dual-channel photon heat exchange in many-body systems
C,一区,2026,Applied Thermal Engineering,Honggang Xing,5,0,article,10.1016/j.applthermaleng.2026.132925,Electromagnetic-thermal co-simulation for analysis of high-power RF antenna
C,一区,2026,Applied Thermal Engineering,Biao Yang,6,1,article,10.1016/j.applthermaleng.2026.129758,Cluster consensus control for multisource microwave heating via spatiotemporal fusion
C,一区,2026,Applied Thermal Engineering,Chenyu Qin,8,0,article,10.1016/j.applthermaleng.2026.131741,High-switching-ratio liquid metal-based thermal switch enabled by electromagnetic actuation: flow evolution and heat transfer
C,一区,2026,Applied Thermal Engineering,Yinan Wang,7,1,article,10.1016/j.applthermaleng.2026.131600,Numerical simulation of the microscale droplet evaporation process under transient radiative boundary conditions
D,一区,2020,IEEE Transactions on Industrial Electronics,Kaikai Diao,5,154,article,10.1109/tie.2019.2962483,Multiobjective System Level Optimization Method for Switched Reluctance Motor Drive Systems Using Finite-Element Model
D,一区,2017,IEEE Transactions on Industrial Electronics,Damir Žarko,6,50,article,10.1109/tie.2017.2736485,Reduction of Computational Efforts in Finite Element-Based Permanent Magnet Traction Motor Optimization
D,一区,2015,IEEE Transactions on Industrial Electronics,Yanping Liang,4,53,article,10.1109/tie.2015.2438051,Finite-Element Evaluation and Eddy-Current Loss Decrease in Stator End Metallic Parts of a Large Double-Canned Induction Motor
D,一区,2015,Mechanical Systems and Signal Processing,Javier Martinez,3,35,article,10.1016/j.ymssp.2015.06.014,A 2D magnetic and 3D mechanical coupled finite element model for the study of the dynamic vibrations in the stator of induction motors
D,一区,2022,IEEE Transactions on Industrial Electronics,Joon-Hee Lee,3,20,article,10.1109/tie.2022.3163556,High-Fidelity Induction Motor Simulation Model Based on Finite Element Analysis
D,一区,2019,IEEE Transactions on Industrial Electronics,Ke Shao,6,225,article,10.1109/tie.2019.2937062,Finite-Time Control of a Linear Motor Positioner Using Adaptive Recursive Terminal Sliding Mode
D,一区,2020,Mechanical Systems and Signal Processing,Ke Shao,6,212,article,10.1016/j.ymssp.2020.107014,Recursive sliding mode control with adaptive disturbance observer for a linear motor positioner
D,一区,2018,IEEE Transactions on Industrial Electronics,Shafigh Nategh,6,100,article,10.1109/tie.2018.2821619,Transient Thermal Modeling and Analysis of Railway Traction Motors
D,一区,2019,IEEE Transactions on Industrial Electronics,Shanming Wang,4,135,article,10.1109/tie.2019.2910046,Analysis of Zeroth-Mode Slot Frequency Vibration of Integer Slot Permanent-Magnet Synchronous Motors
D,一区,2015,IEEE Transactions on Industrial Electronics,Le Sun,3,106,article,10.1109/tie.2015.2437361,Analysis of a Novel Magnetic-Geared Dual-Rotor Motor With Complementary Structure
D,一区,2017,IEEE Transactions on Industrial Electronics,Xiaoyong Zhu,5,139,article,10.1109/tie.2017.2682025,Design and Multicondition Comparison of Two Outer-Rotor Flux-Switching Permanent-Magnet Motors for In-Wheel Traction Applications
D,一区,2017,IEEE Transactions on Industrial Electronics,Jing Ou,4,121,article,10.1109/tie.2017.2758760,Experimental and Theoretical Research on Cogging Torque of PM Synchronous Motors Considering Manufacturing Tolerances
D,一区,2015,IEEE Transactions on Industrial Electronics,Jun-Kyu Park,2,142,article,10.1109/tie.2015.2499162,Detection of Inter-Turn and Dynamic Eccentricity Faults Using Stator Current Frequency Pattern in IPM-Type BLDC Motors
D,一区,2020,IEEE Transactions on Industrial Electronics,Ehsan Farmahini Farahani,3,102,article,10.1109/tie.2020.2969073,An Innovative Hybrid-Excited Multi-Tooth Switched Reluctance Motor for Torque Enhancement
D,一区,2016,IEEE Transactions on Power Electronics,Bing Tian,6,104,article,10.1109/tpel.2016.2611532,Decoupled Modeling and Nonlinear Speed Control for Five-Phase PM Motor Under Single-Phase Open Fault
D,一区,2016,IEEE Transactions on Industrial Electronics,Guangzhao Luo,6,81,article,10.1109/tie.2016.2578839,A Novel Nonlinear Modeling Method for Permanent-Magnet Synchronous Motors
D,一区,2020,IEEE Transactions on Industrial Electronics,Yizhou Hua,4,106,article,10.1109/tie.2020.3037873,Multiobjective Optimization Design of Permanent Magnet Assisted Bearingless Synchronous Reluctance Motor Using NSGA-Ⅱ
D,一区,2018,IEEE Transactions on Industrial Electronics,Peixin Liang,4,99,article,10.1109/tie.2018.2831194,Analytical Model of a Spoke-Type Permanent Magnet Synchronous In-Wheel Motor With Trapezoid Magnet Accounting for Tooth Saturation
D,一区,2017,IEEE Transactions on Industrial Electronics,Fernando Alvarez‐Gonzalez,4,107,article,10.1109/tie.2017.2688969,Real-Time Hardware-in-the-Loop Simulation of Permanent-Magnet Synchronous Motor Drives Under Stator Faults
D,一区,2016,IEEE Transactions on Industrial Electronics,S. Sashidhar,2,89,article,10.1109/tie.2016.2609841,A Novel Ferrite SMDS Spoke-Type BLDC Motor for PV Bore-Well Submersible Water Pumps
D,一区,2017,IEEE Transactions on Industrial Electronics,Gang Lv,4,76,article,10.1109/tie.2017.2726967,Design of Ladder-Slit Secondaries and Performance Improvement of Linear Induction Motors for Urban Rail Transit
D,一区,2016,IEEE Transactions on Industrial Electronics,R. T. Ugale,2,89,article,10.1109/tie.2016.2606587,Rotor Configurations for Improved Starting and Synchronous Performance of Line Start Permanent-Magnet Synchronous Motor
D,一区,2022,IEEE Transactions on Industrial Electronics,Bo Yan,5,40,article,10.1109/tie.2022.3170621,Magnetic Field Prediction for Line-Start Permanent Magnet Synchronous Motor via Incorporating Geometry Approximation and Finite Difference Method Into Subdomain Model
D,一区,2017,IEEE Transactions on Industrial Electronics,Seun Guy Min,2,76,article,10.1109/tie.2017.2745475,3-D Performance Analysis and Multiobjective Optimization of Coreless-Type PM Linear Synchronous Motors
D,一区,2016,IEEE Transactions on Power Electronics,Bing Tian,6,81,article,10.1109/tpel.2016.2598778,Cancellation of Torque Ripples With FOC Strategy Under Two-Phase Failures of the Five-Phase PM Motor
D,一区,2020,IEEE Transactions on Power Electronics,Xuewei Song,6,91,article,10.1109/tpel.2020.2967053,Local Demagnetization Fault Recognition of Permanent Magnet Synchronous Linear Motor Based on S-Transform and PSO–LSSVM
D,一区,2016,IEEE Transactions on Industrial Electronics,Xiangdong Liu,4,604,article,10.1109/tie.2016.2524415,Research on the Performances and Parameters of Interior PMSM Used for Electric Vehicles
D,一区,2017,IEEE Transactions on Industrial Electronics,AKM Arafat,3,94,article,10.1109/tie.2017.2682016,Open-Phase Fault Detection of a Five-Phase Permanent Magnet Assisted Synchronous Reluctance Motor Based on Symmetrical Components Theory
D,一区,2017,IEEE Transactions on Industrial Electronics,Daohan Wang,4,75,article,10.1109/tie.2017.2740824,"Design, Optimization, and Prototyping of Segmental-Type Linear Switched-Reluctance Motor With a Toroidally Wound Mover for Vertical Propulsion Application"
D,一区,2017,IEEE Transactions on Industrial Electronics,Kyungjin Kang,5,82,article,10.1109/tie.2017.2686376,Real-Time Detection of the Dynamic Eccentricity in Permanent-Magnet Synchronous Motors by Monitoring Speed and Back EMF Induced in an Additional Winding
D,一区,2020,Mechanical Systems and Signal Processing,Shijing Zhang,5,64,article,10.1016/j.ymssp.2020.107213,Development of a two-DOF inertial rotary motor using a piezoelectric actuator constructed on four bimorphs
D,一区,2022,IEEE Transactions on Industrial Electronics,Yi Du,8,48,article,10.1109/tie.2022.3198237,A Novel Pole-Changing Permanent Magnet Vernier Motor
D,一区,2017,IEEE Transactions on Industrial Electronics,Sai Sudheer Reddy Bonthu,3,83,article,10.1109/tie.2017.2711580,Comparisons of Rare-Earth and Rare-Earth-Free External Rotor Permanent Magnet Assisted Synchronous Reluctance Motors
D,一区,2016,IEEE Transactions on Industrial Electronics,João F. P. Fernandes,2,68,article,10.1109/tie.2016.2535982,"The Shell-Like Spherical Induction Motor for Low-Speed Traction: Electromagnetic Design, Analysis, and Experimental Tests"
D,一区,2016,IEEE Transactions on Industrial Electronics,Yun Le,3,87,article,10.1109/tie.2016.2530778,Modeling and Design of 3-DOF Magnetic Bearing for High-Speed Motor Including Eddy-Current Effects and Leakage Effects
D,一区,2017,IEEE Transactions on Industrial Electronics,Qinghu Zhang,4,59,article,10.1109/tie.2017.2745456,Multi-objective Design Optimization of High-Power Circular Winding Brushless DC Motor
D,一区,2020,IEEE Transactions on Industrial Electronics,Qinkai Han,5,72,article,10.1109/tie.2020.2973894,Magnetic Equivalent Modeling of Stator Currents for Localized Fault Detection of Planetary Gearboxes Coupled to Electric Motors
D,一区,2016,IEEE Transactions on Industrial Electronics,Mohsen Zafarani,4,56,article,10.1109/tie.2016.2609380,An Investigation of Motor Topology Impacts on Magnet Defect Fault Signatures
D,一区,2015,IEEE Transactions on Power Electronics,Hao Qian,3,55,article,10.1109/tpel.2015.2439574,Modeling and Analysis of Interturn Short Fault in Permanent Magnet Synchronous Motors With Multistrands Windings
D,一区,2017,IEEE Transactions on Industrial Electronics,B. Prathap Reddy,4,80,article,10.1109/tie.2017.2733474,A Fault-Tolerant Multilevel Inverter for Improving the Performance of a Pole–Phase Modulated Nine-Phase Induction Motor Drive
D,一区,2020,IEEE Transactions on Industrial Electronics,Libing Cao,4,55,article,10.1109/tie.2020.2969101,A Double-Rotor Flux-Switching Permanent-Magnet Motor for Electric Vehicles With Magnetic Differential
D,一区,2019,Mechanical Systems and Signal Processing,Qinkai Han,5,70,article,10.1016/j.ymssp.2019.06.010,Stator current model for detecting rolling bearing faults in induction motors using magnetic equivalent circuits
D,一区,2020,IEEE Transactions on Industrial Electronics,Xiaodong Sun,5,323,article,10.1109/tie.2020.2965463,Multi-Objective Design Optimization of an IPMSM Based on Multilevel Strategy
D,一区,2020,IEEE Transactions on Industrial Informatics,Ahmad Jafari,3,53,article,10.1109/tii.2020.3009867,A Simple and Efficient Current-Based Method for Interturn Fault Detection in BLDC Motors
D,一区,2017,IEEE Transactions on Industrial Electronics,Fabrizio Marignetti,4,51,article,10.1109/tie.2017.2716865,Electromagnetic Design and Modeling of a Two-Phase Axial-Flux Printed Circuit Board Motor
D,一区,2021,IEEE Transactions on Industrial Electronics,B. S. Umesh,6,60,article,10.1109/tie.2021.3121707,Direct Electric Vehicle to Vehicle (V2V) Power Transfer Using On-Board Drivetrain and Motor Windings
D,一区,2019,IEEE Transactions on Power Electronics,Jing Ou,4,59,article,10.1109/tpel.2019.2895679,Investigation of PM Eddy Current Losses in Surface-Mounted PM Motors Caused by PWM
D,一区,2017,IEEE Transactions on Industrial Electronics,Hyun-Soo Seol,5,56,article,10.1109/tie.2017.2716908,Optimal Design Strategy for Improved Operation of IPM BLDC Motors With Low-Resolution Hall Sensors
D,一区,2020,IEEE Transactions on Industrial Electronics,Ranjan Sasti Charan Pal,2,52,article,10.1109/tie.2020.2987274,A Simplified Dynamical Model of Mixed Eccentricity Fault in a Three-Phase Induction Motor
D,一区,2019,IEEE Transactions on Power Electronics,Faa‐Jeng Lin,5,59,article,10.1109/tpel.2019.2954558,Adaptive Backstepping Control for Synchronous Reluctance Motor Based on Intelligent Current Angle Control
D,一区,2017,IEEE Transactions on Industrial Electronics,Guangtong Ma,5,47,article,10.1109/tie.2017.2779415,"Potentials of an Integrated Levitation, Guidance, and Propulsion System by a Superconducting Transverse Flux Linear Motor"
D,一区,2017,IEEE Transactions on Industrial Electronics,Guo Xiaoqiang,5,43,article,10.1109/tie.2017.2767548,Fast Computation of Radial Vibration in Switched Reluctance Motors
D,一区,2019,IEEE Transactions on Industrial Electronics,Renato Galluzzi,3,33,article,10.1109/tie.2019.2901652,"Modeling, Design, and Validation of Magnetic Hysteresis Motors"
D,一区,2015,IEEE Transactions on Industrial Electronics,Reza Nasiri‐Zarandi,3,42,article,10.1109/tie.2015.2498142,A Novel Hybrid Hysteresis Motor With Combined Radial and Axial Flux Rotors
D,一区,2019,IEEE Transactions on Industrial Electronics,Li Zhang,4,58,article,10.1109/tie.2019.2955407,Design and Analysis of New Five-Phase Flux-Intensifying Fault-Tolerant Interior-Permanent-Magnet Motor for Sensorless Operation
D,一区,2021,IEEE Transactions on Industrial Electronics,Jing Wang,5,49,article,10.1109/tie.2021.3116558,A New Flux-Concentrating Rotor of Permanent Magnet Motor for Electric Vehicle Application
D,一区,2020,IEEE Transactions on Industrial Electronics,Bo Yan,3,51,article,10.1109/tie.2020.3008360,Design of a Large Capacity Line-Start Permanent Magnet Synchronous Motor Equipped With Hybrid Salient Rotor
D,一区,2017,IEEE Transactions on Industrial Electronics,Yanfang Hu,6,45,article,10.1109/tie.2017.2694383,"Investigation on a Multimode Switched Reluctance Motor: Design, Optimization, Electromagnetic Analysis, and Experiment"
D,一区,2015,IEEE Transactions on Industrial Electronics,S. Umesh,2,58,article,10.1109/tie.2015.2506623,Multilevel Inverter Scheme for Performance Improvement of Pole Phase Modulated Multiphase Induction Motor Drive
D,一区,2015,IEEE Transactions on Industrial Electronics,Reza Nasiri‐Zarandi,3,54,article,10.1109/tie.2015.2402115,"Analysis, Optimization, and Prototyping of a Brushless DC Limited-Angle Torque-Motor With Segmented Rotor Pole Tip Structure"
D,一区,2015,IEEE Transactions on Industrial Electronics,Kiran Kumar Nallamekala,2,57,article,10.1109/tie.2015.2495281,A Fault-Tolerant Dual Three-Level Inverter Configuration for Multipole Induction Motor Drive With Reduced Torque Ripple
D,一区,2020,Mechanical Systems and Signal Processing,Zhibo Huang,6,54,article,10.1016/j.ymssp.2020.106658,Development of a novel spherical stator multi-DOF ultrasonic motor using in-plane non-axisymmetric mode
D,一区,2017,IEEE Transactions on Industrial Electronics,Haris Sheh Zad,3,42,article,10.1109/tie.2017.2762626,Design and Analysis of a Novel Bearingless Motor for a Miniature Axial Flow Blood Pump
D,一区,2019,IEEE Transactions on Industrial Electronics,Qiang Tan,4,49,article,10.1109/tie.2019.2918477,Magnetic Field Analysis and Flux Barrier Design for Modular Permanent Magnet Linear Synchronous Motor
